judul,isi,tanggal,link
Video Pria Menginjak Al-Qur’an di Klub Malam Arab Saudi				,"Lokasi kejadian bukan di Arab Saudi, tetapi Manchester (Inggris).","November 15, 2024",https://turnbackhoax.id/2024/11/15/salah-video-pria-menginjak-al-quran-di-klub-malam-arab-saudi/
PRABOWO BERI BANTUAN MELALUI WHATSAPP				,Informasi bantuan tersebut tidak benar. Tidak ditemukan adanya informasi resmi perihal Prabowo bagi-bagi hadiah melalui WhatsApp. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: FACEBOOK Arsip […],"Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-prabowo-beri-bantuan-melalui-whatsapp/
Postingan Facebook Lowongan Kerja Puskesmas Magelang Utara				,Hasil periksa fakta Rahmah. Informasi tidak benar. Puskesmas Magelang Utara tidak membuka lowongan kerja. KATEGORI: FABRICATED CONTENT ===SUMBER: Tangkapan Layar Facebookhttps://ghostarchive.org/archive/dgWF9https://archive.is/aJ37C ===NARASI:“INFO LOWONGAN KERJA* Dibutuhkan […],"Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-postingan-facebook-lowongan-kerja-puskesmas-magelang-utara/
Poster Lowongan Kerja di Pertamina Mei 2024				,"Hasil periksa fakta Raymondha Tidak benar bahwa Pertamina mengumumkan pendaftaran lowongan pekerjaan pada bulan Mei 2024 ini pada platform sosial media Tiktok, akun yang mengatasnamakan […]","Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-poster-lowongan-kerja-di-pertamina-mei-2024/
"“Pertalite dihapus dan digantikan Green Pertamax”				","Hasil periksa fakta Yudho Ardi Informasi yang menyesatkan, Corporate Secretary Pertamina Patra Niaga Irto Ginting menyatakan isu tersebut tidak benar. Irto memastikan sebagian besar SPBU […]","Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-pertalite-dihapus-dan-digantikan-green-pertamax/
Jhon LBF Transfer Uang 50 Juta Hanya dengan Mengirim Nomor Rekening ke Nomor WA yang Tertera				,"Hasil periksa fakta Panji Akun Facebook ini bukan merupakan milik Jhon LBF asli, hal ini dikarenakan pada akun Instagram aslinya Jhon memperingatkan agar masyarakat bisa […]","Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-jhon-lbf-transfer-uang-50-juta-hanya-dengan-mengirim-nomor-rekening-ke-nomor-wa-yang-tertera/
Gambar Gibran pada Program Patroli Berita Orang Hilang				,"Hasil periksa fakta Luthfiyah Gambar Gibran pada video program Patroli yang menyiarkan orang hilang tidak benar. Faktanya, gambar Gibran sedang makan tidak ada pada video […]","Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-gambar-gibran-pada-program-patroli-berita-orang-hilang/
EMAIL IMBAUAN VERIFIKASI DATA PENGGUNA OLEH SATUSEHAT				,Email tersebut PALSU. Kementerian Kesehatan (Kemenkes) RI melalui kemkes.go.id menyatakan jika tidak benar pihaknya telah mengirim email seperti halnya yang tengah beredar. KATEGORI: IMPOSTER CONTENT/ […],"Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-email-imbauan-verifikasi-data-pengguna-oleh-satusehat/
Akun WhatsApp Sekda Kalimantan Tengah Nuryakin				,Hasil periksa fakta Rahmah. Nuryakin memberikan klarifikasi akun WhatsApp tersebut merupakan modus penipuan. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: WhatsApp ===NARASI:“A: Selamat siangB: Selamat siangTks […],"Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-akun-whatsapp-sekda-kalimantan-tengah-nuryakin/
Akun WhatsApp Kepala Dinkes Provinsi Jawa Tengah Yunita Dyah Suminar				,Hasil periksa fakta Rahmah. Dinkes Jateng memberikan klarifikasi nomor WhatsApp terebut tidak benar. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: WhatsApp ===NARASI:“Narasi tidak ditampilkan” ===PENJELASAN:Artikel disadur […],"Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-akun-whatsapp-kepala-dinkes-provinsi-jawa-tengah-yunita-dyah-suminar/
Akun Facebook Wakil Bupati Gorontalo Hendra Hemeto Menawarkan Donasi				,Hasil periksa fakta Rahmah. Akun palsu. Akun Facebook pribadi milik Hendra Hemeto yaitu Hendra Hemeto KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: Facebookhttps://archive.ph/p14xc ===NARASI:“A: Assalamualaikum wr […],"Mei 15, 2024",https://turnbackhoax.id/2024/05/15/salah-akun-facebook-wakil-bupati-gorontalo-hendra-hemeto-menawarkan-donasi/
Video Ibu dari Baby Jailyn yang Meninggalkan Bayinya Selama 10 Hari Dijatuhi Hukuman Suntik Mati				,"Hasil periksa fakta Moch. Marcellodiansyah Faktanya video tersebut tidak menunjukkan Kristel Candelario, ibu dari Baby Jailyn. Video tersebut sudah lama beredar sejak Desember 2019 di […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-video-ibu-dari-baby-jailyn-yang-meninggalkan-bayinya-selama-10-hari-dijatuhi-hukuman-suntik-mati/
Vaksin HPV menyebabkan banyak kerusakan pada tubuh wanita				,"Periksa Fakta Vania. Faktanya, narasi tersebut tidak didukung oleh data atau sumber yang jelas. Melalui Kementerian Kesehatan Indonesia juga membantah klaim bahwa vaksin HPV dapat menyebabkan […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-vaksin-hpv-menyebabkan-banyak-kerusakan-pada-tubuh-wanita/
Uzbekistan Didiskualifikasi karena Terciduk Suap Wasit				,"Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan sumber valid yang membenarkan klaim tersebut. Melalui laman resminya, FIFA menyebut bahwa Uzbekistan memenuhi syarat untuk mengikuti cabang […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-uzbekistan-didiskualifikasi-karena-terciduk-suap-wasit/
Tsunami Japan 2024				,Hasil periksa fakta Raymondha Elsha Klaim mengenai terjadinya bencana tsunami di Jepang pada tahun 2024 adalah salah. Faktanya tsunami yang melanda Jepang terjadi pada 11 […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-tsunami-japan-2024/
SRI MULYANI TOLAK PERINTAH JOKOWI UNTUK GABUNG KABINET PRABOWO				,"Hasil periksa fakta Pekik Jalu Utomo.Faktanya tidak ditemukan informasi terkait Sri Mulyani tolak perintah Jokowi untuk gabung kabinet Prabowo. Selain thumbnail merupakan hasil manipulasi, video […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-sri-mulyani-tolak-perintah-jokowi-untuk-gabung-kabinet-prabowo/
Ribuan Warga Jadi Tumbal Gelombang Tinggi Samudra Hindia 10 Mei 2024				,"Periksa Fakta Vania. Faktanya, narator hanya membaca ulang berita dari laman berita sumut.antaranews.com, serta dalam artikel tersebut BMKG hanya menghimbau para nelayan dengan adanya potensi gelombang tinggi.  […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-ribuan-warga-jadi-tumbal-gelombang-tinggi-samudra-hindia-10-mei-2024/
Program BNI Rewards Point 2024				,"Hasil periksa fakta Raymondha Elsha Link yang tertera pada unggahan Facebook tersebut bukan merupakan website resmi milik Bank BNI, website resmi Bank BNI adalah bni.co.id. […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-program-bni-rewards-point-2024/
Prabowo Akan Menikahi Sofiatun Gudono				,"Periksa Fakta Vania.Faktanya, informasi Prabowo menikahi Sofiatun Gudono tidak benar, Juru Bicara Presiden Terpilih 2024-2029 Prabowo Subianto, Dahnil Anzar Simanjuntak telah menyangkal informasi tersebut. =====    […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-prabowo-akan-menikahi-sofiatun-gudono/
Pfizer Mempromosikan Vaksin Secara Ilegal Tanpa Data Keamanan				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya vaksin Covid-19 dari Pfizer telah mendapatkan izin peredaran sebelum dipromosikan dan disuntikkan kepada masyarakat. Di Indonesia izin tersebut diberikan […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-pfizer-mempromosikan-vaksin-secara-ilegal-tanpa-data-keamanan/
Perusahaan Danone Aqua Dukung Israel 				,"Periksa Fakta Vania. Faktanya, perusahaan Danone tidak terafiliasi politik dengan pihak manapun, serta perusahaan tersebut terang terangan mendukung Palestina melalui berbagai donasi yang disalurkan. Dalam produk […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-perusahaan-danone-aqua-dukung-israel/
PERJANJIAN BUSUK JOKOWI DAN HAKIM DIBALIK PUTUSAN MK TERBONGKAR				,Hasil periksa fakta Pekik Jalu Utomo.Faktanya dalam video tersebut sama sekali tidak ditemukan pemberitaan terkait klaim narasi yang beredar. Video tersebut hanya berisi gabungan dari […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-perjanjian-busuk-jokowi-dan-hakim-dibalik-putusan-mk-terbongkar/
Penyakit Cacing Hati dan TBC Dapat Tertular dari Daging Hewan yang Terinfeksi Meski Sudah Dimasak dengan Suhu Tinggi				,Hasil periksa fakta Moch. Marcellodiansyah Faktanya daging dari hewan yang terinfeksi TBC masih dapat dikonsumsi dengan membuang bagian daging atau jeroan yang terinfeksi dan jika […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-penyakit-cacing-hati-dan-tbc-dapat-tertular-dari-daging-hewan-yang-terinfeksi-meski-sudah-dimasak-dengan-suhu-tinggi/
Pemungutan Bea Cukai Atas Pengiriman Peti Jenazah				,"Hasil periksa fakta Raymondha Elsha Klaim mengenai pemungutan bea cukai atas pengiriman peti jenazah dari Penang, Malaysia, ke dalam negeri adalah salah. Faktanya Ditjen Bea […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-pemungutan-bea-cukai-atas-pengiriman-peti-jenazah/
Lagu Iwan Fals Berjudul Dinasti Jokowi				,"Hasil periksa fakta Arief Putra Ramadhan. Video asli diunggah pada April 2018, oleh akun YouTube “Deppo Koplo” dengan judul unggahan “IWAN FALS – Galang Rambu […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-lagu-iwan-fals-berjudul-dinasti-jokowi/
Kasus Demam Berdarah di Indonesia Meningkat karena Efek Vaksin Covid-19 atau Wolbachia				,Hasil periksa fakta Raymondha Elsha  Klaim mengenai kasus DBD di Indonesia meningkat karena efek vaksin dan penggunaan metode Wolbachia adalah salah. Faktanya Wolbachia mampu mengurangi […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-kasus-demam-berdarah-di-indonesia-meningkat-karena-efek-vaksin-covid-19-atau-wolbachia/
Indonesia Dilanda Gelombang Panas 40-50 Derajat Celcius				,Hasil periksa fakta Raymondha Elsha Faktanya suhu udara terasa lebih panas akibat dari pergantian musim hujan ke kemarau. =========== [KATEGORI]: Konten menyesatkan =========== [SUMBER]: Facebook […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-indonesia-dilanda-gelombang-panas-40-50-derajat-celcius/
Gelombang Dahsyat Sapu Bersih 5 Kabupaten di Jawa Barat				,Hasil periksa fakta Raymondha Elsha Faktanya isi video tersebut berbeda dengan apa yang diklaim pada judul video mengenai adanya gelombang  dahsyat yang menyapu bersih 5 […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-gelombang-dahsyat-sapu-bersih-5-kabupaten-di-jawa-barat/
Gebyar Promo Hadiah Bank BRI 				,"Hasil periksa fakta Raymondha Akun Facebook yang asli milik Bank BRI adalah yang sudah diverifikasi, pada akun asli BRI tersebut juga tidak mengunggah informasi mengenai […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-gebyar-promo-hadiah-bank-bri/
Gebyar Panen Hadiah Mandiri				,"Hasil periksa fakta Raymondha Akun Facebook yang asli milik Bank Mandiri adalah yang sudah diverifikasi, pada akun asli Mandiri tersebut juga tidak mengunggah informasi mengenai […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-gebyar-panen-hadiah-mandiri/
"Banjir Bandang Menimpa Bandar Lampung, Ribuan Rumah Hancur				","Periksa Fakta Vania. Faktanya, informasi pada video youtube Gembok Nusantara merupakan berita terjadinya banjir di daerah Bandar Lampung pada 24 Februari 2024, serta narator yang hanya […]","Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-banjir-bandang-menimpa-bandar-lampung-ribuan-rumah-hancur/
852 TKA China Didatangkan Untuk Menjadi Operator Kereta Cepat				,Hasil periksa fakta Arief Putra Ramadhan. Didatangkannya 825 orang tenaga kerja asing (TKA) dari Cina untuk mendampingi sebanyak 1096 tenaga kerja Indonesia (TKI) untuk mengoperasikan […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-852-tka-china-didatangkan-untuk-menjadi-operator-kereta-cepat/
2 Kabupaten di Jawa Timur Ringsek Karena Gelombang Hebat				,Hasil periksa fakta Raymondha Elsha Faktanya isi video tersebut berbeda dengan apa yang diklaim pada judul video mengenai adanya gelombang besar yang mengobrak-abrik 2 kabupaten […],"Mei 14, 2024",https://turnbackhoax.id/2024/05/14/salah-2-kabupaten-di-jawa-timur-ringsek-karena-gelombang-hebat/
"“Yaman luncurkan rudal jarak jauh ke Israel”				","Hasil periksa fakta Yudho Ardi Informasi yang menyesatkan, faktanya kejadian tersebut merupakan serangan rudal yang diluncurkan oleh Rusia yang mengakibatkan gudang perusahaan logistik terbesar di […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-yaman-luncurkan-rudal-jarak-jauh-ke-israel/
Video Warga Israel Kabur dengan Tangga Eskalator Usai Iran Merudal Israel				,"Hasil periksa fakta Panji Faktanya video tersebut merupakan rekaman saat suporter bola, CSKA Moscow, mengalami insiden akibat dari tangga eskalator yang berada di stasiun metro […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-video-warga-israel-kabur-dengan-tangga-eskalator-usai-iran-merudal-israel/
Video Gas LPG 3 Kg Mengeluarkan Air				,"Hasil periksa fakta Panji LPG adalah singkatan dari liquefied petroleum gas, dengan demikian isi yang ada di dalam tabung LPG tersebut merupakan gas yang sudah […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-video-gas-lpg-3-kg-mengeluarkan-air/
Video Aceh Mengibarkan Bendera GAM Seusai Prabowo Diresmikan MK				,Hasil periksa fakta Panji Faktanya video pengibaran bendera GAM tersebut merupakan upacara peringatan hari ulang tahun atau milad ke-47 Gerakan Aceh Merdeka (GAM) pada 4 […],"Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-video-aceh-mengibarkan-bendera-gam-seusai-prabowo-diresmikan-mk/
Timnas New Guinea Didiskualifikasi Dari Olimpiade Paris 2024				,"Hasil periksa fakta Amanda Rahma Faktanya, isi video tidak menyebutkan bahwa Timnas Guinea didiskualifikasi dari Olimpiade Paris 2024. Selain itu, melalui akun Instagram FIFA Timnas […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-timnas-new-guinea-didiskualifikasi-dari-olimpiade-paris-2024/
“SERANGAN BERSAMA DARI 5 NEGARA MUSLIM SECARA SERENTAK KE TEL-AVIV”				,"MENYESATKAN, video yang dibagikan sudah beredar sebelumnya pada tahun 2022 lalu. FAKTA: berkaitan dengan kekuatan militer Iran, BUKAN tentang serangan bersama 5 negara atau menggambarkan […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-serangan-bersama-dari-5-negara-muslim-secara-serentak-ke-tel-aviv/
Ribuan Warga Terseret Tsunami 25 Meter di Pantai Selatan Cianjur				,"Hasil periksa fakta Amanda Rahma Faktanya, tidak benar adanya korban jiwa akibat tsunami setinggi 25 meter di Pantai Selatan Cianjur. Narator dalam video ini hanya […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-ribuan-warga-terseret-tsunami-25-meter-di-pantai-selatan-cianjur/
Ribuan Warga Jadi Tumbal Gelombang Tinggi Samudera Hindia 10 Mei 2024				,Hasil periksa fakta Panji Faktanya isi pembahasan dalam video tersebut hanya berisi himbauan BMKG kepada para nelayan di perairan Nias perihal adanya gelombang setinggi 2 […],"Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-ribuan-warga-jadi-tumbal-gelombang-tinggi-samudera-hindia-10-mei-2024/
Rekomendasi Sprei Murah oleh Jokowi				,"Hasil periksa fakta Vendra Panji Faktanya potongan klip wawancara Presiden Jokowi dalam video Tiktok tersebut merupakan momen ketika presiden menentang pernyataan dari PM Israel, Netanyahu, […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-rekomendasi-sprei-murah-oleh-jokowi/
Rekaman Gerhana Matahari di Benua Amerika 8 April 2024				,"Hasil periksa fakta Panji Faktanya video tersebut bukan merupakan peristiwa gerhana matahari di Amerika Utara 8 April 2024 kemarin, melainkan peristiwa gerhana matahari di Chili […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-rekaman-gerhana-matahari-di-benua-amerika-8-april-2024/
Perpindahan Ibukota ke Kalimantan Adalah Skenario China				,"Hasil periksa fakta Amanda Rahma Pernyataan tersebut tidaklah benar. Gagasan pemindahan ibukota ke Kalimantan sudah ada sejak masa Presiden Soekarno. Selain itu, perpindahan ini dilakukan […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-perpindahan-ibukota-ke-kalimantan-adalah-skenario-china/
Opposite Anyar Pink Spiders Lontarkan Cibiran Pedas kepada Megawati Hangestri				,"Hasil periksa fakta Ainayya. Unggahan video yang mengklaim bahwa Willow Johnson melontarkan cibiran pedas kepada Megawati Hangestri merupakan konten yang menyesatkan. Faktanya, video klaim Willow […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-opposite-anyar-pink-spiders-lontarkan-cibiran-pedas-kepada-megawati-hangestri/
Messi Berikan Kritik Pedas untuk Marselino				,Hasil periksa fakta Panji Video asli wawancara Messi tersebut diunggah pada 16 Juni 2023 dengan judul Exclusive interview with Messi: ‘To be world champions is […],"Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-messi-berikan-kritik-pedas-untuk-marselino/
"“Ma’ruf amin: kas negara menipis Ma’ruf Amin minta rakyat sisihkan harta bantu pemerintah”				",Hasil periksa fakta Yudho Ardi Faktanya judul pada artikel tersebut merupakan hasil suntingan dan judul artikel asli dari situs Liputan6.com yang dicatut adalah “Ma’ruf Amin: Kekerasan di […],"Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-maruf-amin-kas-negara-menipis-maruf-amin-minta-rakyat-sisihkan-harta-bantu-pemerintah-2/
Makan Siang Gratis Digagalkan 02				,"Hasil periksa fakta Amanda Rahma Faktanya, video tersebut tidak menunjukkan akan menggagalkan makan siang gratis. Namun, hanya akan diganti menjadi makan gratis. Simak penjelasannya. ====[KATEGORI] […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-makan-siang-gratis-digagalkan-02/
Link Pendaftaran Undian untuk Pengguna Livin by Mandiri				,"Hasil periksa fakta Panji Akun Facebook yang asli milik Bank Mandiri adalah yang sudah diverifikasi, pada akun asli Mandiri tersebut juga tidak mengunggah informasi mengenai […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-link-pendaftaran-undian-untuk-pengguna-livin-by-mandiri/
Kim Yeon-koung Meminta Maaf kepada Megawati Hangestri Atas Kedzalimannya				,Hasil periksa fakta Ainayya. Unggahan video yang mengklaim bahwa Kim Yeon-koung mewakili dirinya dan Noh Ran meminta maaf atas keinginan balas dendamnya kepada Megawati Hangestri […],"Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-kim-yeon-koung-meminta-maaf-kepada-megawati-hangestri-atas-kedzalimannya/
Jokowi Diusir Paksa dari Istana Negara Atas Perintah Prabowo				,"Hasil periksa fakta Panji Faktanya isi pembahasan dalam video tersebut hanya membahas isu negatif yang diterpa Prabowo setiap maju Pilpres, tidak ada pembahasan mengenai pengusiran […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-jokowi-diusir-paksa-dari-istana-negara-atas-perintah-prabowo/
“ISRAEL MENGHADANG TNI DI PERBATASAN”				,"MENYESATKAN, menunggangi situasi konflik Israel saat ini (2024). FAKTA: video yang dibagikan berisi potongan-potongan foto dan video yang konteksnya TIDAK berkaitan dengan klaim, salah satu […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-israel-menghadang-tni-di-perbatasan/
Beras Beracun 1 juta Ton Dari Cina				,"Hasil periksa fakta Amanda Rahma Faktanya, tidak benar video yang memperlihatkan seorang ibu mengalami keracunan setelah mengonsumsi beras yang diduga berasal dari Cina. Pernyataan ini […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-beras-beracun-1-juta-ton-dari-cina/
Bank Indonesia Meresmikan Pecahan Uang 1 juta 				,"Hasil periksa fakta Panji Faktanya uang yang ada di video tersebut hanya merupakan uang contoh yang dicetak hanya sebagai kepentingan internal Peruri, bukan untuk alat […]","Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-bank-indonesia-meresmikan-pecahan-uang-1-juta/
Akun Tiktok “@bankmandiri14000” Menyediakan Pinjaman Via Whatsapp				,Hasil periksa fakta Vendra Panji Tidak benar adanya sebuah akun Tiktok yang mengatasnamakan Bank Mandiri. Akun tersebut dapat diwaspadai sebagai media untuk melakukan penipuan online. […],"Mei 13, 2024",https://turnbackhoax.id/2024/05/13/salah-akun-tiktok-bankmandiri14000-menyediakan-pinjaman-via-whatsapp/
