berita,label
video “emas hitam tanah penggalian tanah proyek tol jawa timur”,1
"olok-olokan internasional: indonesia, hasil pemilu pelaksanaan",1
pemprov sulsel kerap anggarkan stadion mattoanging ragu realisasikan,0
psi kejar kemenangan ganjar pranowo-yenny wahid,0
cristiano ronaldo angkat bendera palestina menang pertandingan,1
poster lowongan kerja pertamina maret 2024,1
legislator kualitas isi penyiaran membaik,0
politisi tpdi tunjukkan bukti transaksi gelap puan maharani jalankan hak angket,1
bopi lakukan verifikasi faktual klub,0
kpu surabaya jadwalkan pengaktifan ppk 15 juni 2020,0
video kerusuhan amerika pemerintah dukung israel,1
pengamat: pencalonan andika panglima tni faktor kebutuhan,0
hakim kaget dito ariotedjo menteri usia 33 tahun: disyukuri,0
kemenkumham: pembangunan industri korbankan masyarakat adat,0
pkb nilai bijak putusan mk terkait syarat verifikasi parpol,0
video “warga israel berhamburan panik serangan misil iran”,1
gibran resmi batal dilantik wakil presiden,1
"isu 'pak lurah 3 periode', golkar: cek elite pdip dukung",0
"teori out of africa: latar belakang, tokoh bukti pendukungnya",0
jhon lbf berbagi uang games susun,1
"mpr batalkan pelantikan gibran, prabowo cari cawapres",1
pansus pemilu dpr setuju parpol diverifikasi faktual,0
"gibran bicara program dana abadi pesantren-kis lansia, respons sri mulyani",0
tni komando 33 provinsi kudeta jokowi,1
5 tips self healing bikin nguras kantong ala tokopedia,0
program bantuan bpjs 2024 rp125juta orang,1
"dampak kolonialisme indonesia, bidang politik pendidikan",0
"profil r katjasungkana, tokoh sumpah pemuda pamekasan madura",0
prabowo 55 juta terlilit hutang,1
marselino main round 3 piala dunia pemain naturalisasi menggantikan,1
panglima tertinggi israel herzi halevi tewas diserang misil hizbullah,1
akun tiruan kapolres kepahiang akbp munarianto,1
viral pengakuan wanita depok kena usus buntu gegara diet ekstrem jelang nikah,0
undian nasabah bank sulselbar mobile,1
kpu coklit terbatas kendari,0
kip aceh: dokumen pendaftaran 4 parpol lokal dinyatakan lengkap,0
festival pesta poin brimo,1
tiktok snapchat kompak berantas gambar pelecahan anak ai,0
"vivo v29e rilis indonesia, bocoran spek fiturnya",0
lirik lagu nusa bangsa maknanya,0
harga smart tv hisense 32 inch oktober 2023,0
dkpp periksa anggota kpu jember terkait surat sesuai nota dinas,0
"november, museum macan persembahkan pertunjukan wayang eksperimental",0
"presiden, ganjar bangun sekolah bola papua",0
4 transformasi kai bumn indonesia maju,0
"paslon ""sandi"" unggul hitung cepat jip-lsi denny ja",0
lowongan kerja pt eclat textile,1
kpu ri pastikan tahapan pemilu 2024 terganggu putusan pn jakpus,0
"media cup 2023 selesai, detikcom runner-up",0
"keberatan angkut 27 pesumo, maskapai gercep cari pesawat tambahan",0
"aturan baru: menikah sabtu, minggu, libur",1
arab saudi banjir tsunami jeddah-mekkah ini!! sapu mobil bangunan,1
akun whatsapp kepala kejari pesisir selatan,1
mendagri dukung penuh kerja penyelenggara pilkada,0
"tokoh jatim terkenal dukung prabowo, pan-demokrat singgung khofifah",0
konflik palestina-israel memanas menpora maaf asian games,0
surat edaran penetapan calon mitra kerja distanbun prov jateng,1
pengertian semangat patriotisme era globalisasi contohnya,0
atap gedung kantor imigrasi cilegon ambruk pekerja pasang interior,0
"survei lsj: 66,5% responden jokowi endorse prabowo-gibran",0
"bawaslu ingatkan money politic: tolak uangnya, pilih orangnya!",0
"gempa bumi berkekuatan magnitude 5,7 guncang sukabumi",1
mahasiswa berhasil menerobos masuk istana negara demo 22 agustus 2024,1
vaksin polio berguna polio disebabkan virus menular disebabkan racun,1
undian berhadiah bank mandiri,1
p2g mendikbudristek paksakan ptm terbatas,0
tingkat korupsi indonesia dunia,1
pkb usung anies baswedan calon gubernur dki jakarta 2024,1
jubir tegaskan kepulangan ma'ruf amin terkait isu keamanan papua,0
"din syamsuddin muhammadiyah dukung amin, anwar abbas",0
ma’ruf amin membongkar kelakuan anggota dpr,1
surat izin program undian kementerian sosial,1
"megawati digandeng gibran, “bu mega membayar perjanjian batu tulis”",1
kpu diy pastikan pilkada 2020 terapkan protokol kesehatan ketat,0
tangkapan layar artikel berjudul “sumanto: makan siang gratis bikin programnya makan”,1
ahmad dhani maaf kampanye prabowo area militer au tasikmalaya-garut,0
ketua bawaslu diserang diteriaki curangi rakyat massa aksi,1
acungan jempol iriana gibran cawapres,0
pemain ai peppers terkena smash megawati hangestri kepalanya bocor,1
video kapal pesiar tenggelam laut utara,1
dito ajak pemuda nongkrong kemenpora,0
potongan video gibran berbicara,1
minuman herbal menggantikan cuci darah gagal ginjal,1
tokoh terkenal jatim didambakan demokrat dukung prabowo-gibran,0
"wanita pakai sport bra disuruh pakai sweater pramugari, dicap sopan",0
euforia seleksi pppk guru nasib guru sekolah swasta,0
video demo menuntut gibran turun surakarta 15 februari 2024,1
putra mahkota kerajaan inggris masuk islam,1
akun whatsapp “0896-3389-7800” sekda kabupaten trenggalek,1
akun whatsapp kajari nagan raya djaka bagus wibisana,1
bahaya terkait who pandemic treaty,1
"lansia internasional, menko pmk usul bentuk sekber khusus lansia",0
angin puting beliung terjang boyolali rumah-rumah hancur lebur,1
elite golkar dukung jenderal agus subiyanto panglima tni,0
"berparas cantik, atlet voli korsel curi perhatian asian games",0
gas elpiji terisi disiram air panas,1
komisi i dpr kunjungi kediaman laksamana yudo uji kelayakan,0
gara-gara mendukung anies baswedan pul bus budiman dibakar orang,1
iptu rudiana ditetapkan tersangka pembunuhan vina,1
"mk mahkamah keluarga, anwar usman: keluarga bangsa indonesia",0
ganjar-mahfud panjatkan doa kebangsaan bareng santri & kiai gresik,0
akun whatsapp sekdis pendidikan kota makassar pinjam uang,1
bersyukur cak imin kubu prabowo berkoalisi,0
"tangisan pilu fabio diggia motogp mandalika, sebabnya?",0
"blak-blakan anak mahfud md terjun politik: belum,",0
menteri susi bantah penenggelaman kapal pencitraan,0
pencari kerja wajib tahu! 30 skill dicari hrd,0
rafi ahmad diciduk polisi pencucian uang 271 triliun,1
gebyar brimo festival 2024,1
“harga elpiji 3 kg kendal mencapai rp 70.000”,1
"tes kesehatan terakhir, rspad beberkan hasil paslon kpu besok",0
"kerennya oppo find n3 flip, minim lipatan bawa 3 kamera flagship",0
video “detik-detik pesawat singapore airlines mengalami turbulensi”,1
kemenparekraf jamin informasi lembaganya tertutup,0
pantai selatan mengamuk 23 warga rumah terdampak gelombang dahsyat,1
timnas kamboja menang lawan indonesia piala aff u19,1
ular piton menelan anak,1
perusahaan danone aqua dukung israel,1
akun whatsapp kepala dinkes provinsi jawa yunita dyah suminar,1
"sir jim ratcliffe, fans 'naik kelas' pemilik mu",0
"indonesia upeti 226,9 miliar 130 cina, hasil tambang",1
surat undangan pelatihan kemenkopukm 2024,1
ikan berkepala harimau,1
“video perayaan kemenangan pendukung anies baswedan muhaimin iskandar peroleh 49 persen real count”,1
"“turki satu-satunya dunia mawar hitam alami tumbuh, dialiri air sungai efrat”",1
rekaman kapal kargo ruen dihantam kelompok bersenjata houthi pantai yaman,1
bawaslu temukan identitas penyelenggara masuk dukungan independen,0
menjinakkan bocah-bocah kosong arena politik,0
jokowi: lupa akar pendudukan palestina israel,0
kubu prabowo marah akibat puan maharani setujui usulan hak angket,1
"autobiografi adalah: pengertian, struktur, contohnya",0
bedak bayi mengandung bahan berakibat kanker,1
ferry irwandi greysia polii agen perubahan indonesia,0
merasakan ketegangan gerbang dunia trans sudio bandung,0
pengumuman! belanja pakai allo paylater bukalapak cashback 75%,0
surat persetujuan perubahan biaya admin transfer bank bank bni rp150.000 per-bulan,1
tka cina dijadikan operator kereta cepat,1
ilmuwan prediksi emisi global pecah rekor 2023,0
postingan facebook video gibran makan katak,1
asian games 2023: indonesia selesai tujuh emas,0
"diet 7 turunkan berat badan 15 kg, bisa?",0
calon perseorangan daftar pilwako pontianak,0
"tangkapan layar artikel “warga dayak sebut: peserta putri paskibraka melepas jilbab, lepas celana”",1
kpu cianjur mencatat hasil puss ubah hasil perolehan suara caleg,0
prabowo murka akibat korban kebijakan jokowi,1
dana bantuan masyarakat senilai rp175 juta kemensos,1
btn jakarta run 2023 digelar 12 november,0
"aset dirampas, harun masiku dilindungi ketua dpr ri kader pdip",1
berita “presiden cina xi jinping tetapkan kematian fat cat lelaki setia sedunia”,1
air zamzam dicampur air biasa? jawabannya,0
surat bantuan hibah umkm 2024 dinas koperasi ukm jateng,1
pemasangan microchip vaksinasi indonesia,1
penjelasan psi sumut tagline 'partai jokowi' baliho,0
foto proyek bendungan ethiopia,1
yenny wahid suami beda dukungan pilpres: keluarga demokratis,0
"4 faktor produksi kegiatan ekonomi, saja?",0
"usia 50 suka kebut-kebutan, capirossi takut anak main motor",0
“uang indonesia lembaran senilai 1 juta”,1
ribuan warga kota kediri jalan sehat sarungan peringati santri,0
"5 khutbah jumat sumpah pemuda, bangkitkan jiwa persatuan",0
kpu 23 paslon perseorangan lolos verifikasi faktual,0
"enuh, mana?",0
kpu sulsel: 12 parpol penuhi syarat verifikasi,0
bawaslu dki nilai pendaftaran dharma-kun sah sesuai ketetapan,0
calon perseorangan mendaftar pilkada limapuluh kota,0
surat rekrutmen kerja pt kai periode mei 2024,1
calon perseorangan maluku penuhi syarat,0
putin rusia mendukung iran amerika serikat membantu israel,1
gebyar undian bank bri,1
"menpora punishment cabor gagal, respons pbsi",0
mahasiswa unibba tewas aksi demo tolak ruu pilkada,1
bom (pengelolaan) sampah,0
ri gandeng china genjot pembangunan pembangkit listrik ebt,0
vaksin hpv akibatkan menopause,1
salah gerai mcdonald prancis kiriman truk berisi kotoran hewan mendukung israel,1
ridwan kamil proklamirkan jakarta agama islam,1
esdm pembahasan pemanfaatan nuklir ruu energi terbarukan alot,0
level liga serie a menurun bikin sepakbola italia membosankan,0
3.134 buruh tani sampang terima blt-dbhcht 2024,0
tanggal 17 agustus pertalite dihapus,1
menpora percepat evaluasi cabor olimpiade paris 2024,0
surat mengatasnamakan pj bupati nagan raya,1
akun tiruan bank banten berisi undian berhadiah,1
video kubu prabowo ngamuk puan menyetujui hak angket,1
taylor swift kenakan kaos menolak donald trump presiden,1
klub lsi dukungan presiden,0
maklumat tni rakyat indonesia,1
akun whatsapp kajari blitar muhamad yunus,1
le minerale mitra hidrasi jakarta marathon 2023,0
pelintiran pertemuan pm israel benjamin netanyahu watimpres yahya cholil staquf,1
matthew perry si pendulang tawa penuh nestapa,0
"realisasi apbd pemkot makassar 2023 47,51%, 11 skpd rapor merah",0
akun whatsapp pj sekda provinsi jatim boby soemiarsono,1
program bank bjb digi mobile 2024 rangka merayakan hut ri 79,1
bahtiar baharuddin lantik pj bupati enrekang-pj walkot parepare lusa,0
ahy nekat bongkar korupsi lingkaran jokowi,1
gelombang terjang bali hanyut,1
bantuan bpjs subsidi 2024 rp250 juta klaim whatsapp,1
enam paket perseorangan serahkan dukungan kpu,0
puan tolak hak angket ganjar anies,1
30+ contoh teks anekdot singkat lucu lengkap strukturnya,0
shin tae yong gabung timnas malaysia,1
pertamina permudah 11.306 kepala keluarga akses air bersih,0
video pengakuan pelaku penembakan donald trump,1
mengenal sosok pj wali kota parepare akbar ali pengganti taufan pawe,0
"video aksi pro-palestina hamburg, jerman",1
i2 paparkan 10 pilkada ramai disorot media,0
kpu: warga surabaya mengaku anggota parpol verfak,0
imbauan pancaran radiasi cahaya kosmik berbahaya,1
"disandera hamas, 3 wanita israel marah-marah netanyahu",0
"binaragawan tewas mandi uap sehabis olahraga berat, diduga serangan jantung",0
mamah dedeh berbagi bantuan tiktok,1
"video call relawan nakes, ganjar ingatkan kampanye jaga kesehatan",0
"7 ide kado pernikahan barang elektronik, murah bermanfaat",0
pesan whatsapp kapolres gorontalo kota ade permana menawarkan kendaraan,1
merokok mengakibatkan kecanduan,1
video yaman irak berhasil targetkan kapal israel membawa peralatan militer,1
ganjar foto pelukan basuki: tanya-tanya politik infrastruktur,0
informasi pendaftaran kerja pertamina link whatsapp,1
"sulawesi toraja berduka, puluhan warga tenggelam banjir",1
hasto pdip: mas gibran pamit mbak puan,0
kpu optimalkan kreasi konten digital sosialisasi pemilu,0
bawaslu jakbar terima 50 laporan pencatutan nama izin,0
akun wa staf plt kadis kesehatan buleleng,1
mahyeldi-audy kandidat daftar pilgub sumbar,0
daftar 118 warisan budaya benda jabar,0
pesan whatsapp tarif transfer bank syariah indonesia 150 ribu,1
alasan tugas angela gilsha staff ahli kemenpora,0
najwa shihab susi pudjiastuti brand ambassador produk ac mini,1
masinton pdip: jokowi sayang bu mega nggak?,0
penemuan pedang raksasa peninggalan manusia zaman,1
argentina mengeluarkan mata uang gambar lionel messi,1
mk bacakan putusan mendiskualifikasi prabowo-gibran,1
“massa membakar gedung bawaslu tolak hasil pemilu 2024”,1
jalur sirkuit mandalika macet jelang race motogp,0
kpu lakukan verifikasi faktual ulang partai ummat,0
"gelar world walking day, walkot tangerang: mudah-mudahan semangat jalan kaki",0
"gempa majene, sulawesi barat april 2024",1
francesco bagnaia puji indonesia: negara terbaik gelar balapan motogp,0
"menonaktifkan kepesertaan, peserta meninggal dunia langsung kantor cabang bpjs kesehatan",1
mengatasi tabung gas elpiji bocor merendamnya air,1
akun facebook anggota dprd kabupaten kapuas rahmad jainudin,1
ketua kpu bantah mahfud md intervensi loloskan parpol,0
"“berita terkini pesta poin bpd bank papua bagi,bagi, hadiah katong pu rekening bank papua”",1
kpu siapkan tps lokasi khusus penuhi hak pemilih pilkada 2024,0
"gaya thariq halilintar perdana pamer foto bareng aaliyah massaid, go publik?",0
demo keadilan pembunuhan cirebon,1
kemensos berhentikan 8 tksk lamongan perilaku buruk,0
akun tiktok @raffiahmad1715 berisi konten giveaway uang jutaan rupiah,1
catat! jadwal konser surabaya november 2023,0
ronaldo messi bela indonesia pertandingan melawan uzbekistan dicurangi wasit,1
pertandingan indonesia (4) vs (3) belanda,1
pfizer mempromosikan vaksin ilegal data keamanan,1
hashim gibran muda: jenderal sudirman panglima usia 30,0
"lantik 13 pejabat pengawas, dirjen perumahan pesan",0
ganjar izin cuti ketum persada jelang pilpres 2024: biar etis,0
vape solusi terbaik berhenti merokok,1
"ketua golkar jatim gagalkan gibran cawapres, siapa?",0
air rebusan sirih mengobati mata buram,1
acara berita tv one promosikan wawancarai pria bermain situs judi online,1
iklan instagram felicia putri tjiasaka saran saham terbaik,1
agenda pbb tata dunia,1
"gibran kini, demokrat posisi jk pilpres 2004",0
akun whatsapp mencatut pj bupati minahasa noudy tendean,1
bawaslu: kerawanan pilkada 2020 meningkat akibat pandemik covid-19,0
akun tiktok tiruan bni “@pinjaman_bank_bni__”,1
jokowi prabowo bongkar ri,1
sri mulyani mengamuk bea cukai celana,1
its umumkan 20 calon rektor periode 2024-2029,0
"6 destinasi wisata lombok barat, pantai hutan lindung",0
johnny g plate: dituduh koruptor alasan politik?,0
"jalani diet seimbang, wanita turun bb 15 kilogram 8",0
presiden prabowo dukung airin-ade pilkada banten 2024,1
demo tuntut jokowi lengser jabatan presiden,1
menembus hutan lautan papua pemilu jurdil,0
"pantarlih jakbar rampungkan coklit 1,9 juta warga",0
info lowongan kerja jasa raharja tiktok,1
video kim jong un eksekusi koruptor dijebloskan jebakan tanah,1
akun whatsapp pj bupati langkat muhammad faisal,1
raja thailand larang warganya indonesia teroris,1
video “anjing laut berkepala harimau”,1
data bpom bocor terkait vaksin polio bio farma membahayakan kesehatan publik,1
penumpang kapal rute sorong-waisai keluhkan biaya retribusi rp 12.000,0
pengobatan mata rebusan air tanaman patikan kebo,1
poster lowongan kerja pertamina mei 2024,1
"video kecelakaan tanjung uncang, batam",1
terdakwa korupsi stadion sultan agung bantul divonis 1 4 bui,0
jokowi dilengserkan mahasiswa!! bem demo menginap gedung dpr mpr,1
video dokter richard berisi ajakan bergabung situs judi online,1
video “gelombang panas tiongkok cat mobil membengkak”,1
"nyepi menjelang pemilu 2024, lomba ogoh-ogoh ditiadakan",0
deretan hp android akses whatsapp 24 oktober,0
kpu bangka barat percepat pemeriksaan berkas dukungan calon perorangan,0
pengobatan ida dayak gedung wanita semarang 2 6 agustus 2024,1
isyana: psi siaga jalani verifikasi kpu,0
yasim limpo setorkan sejuta dukungan ktp pilkada sulsel,0
prabowo-gibran lanjutkan proyek kontroversi jokowi,0
"demo tugu golong gilig, mahasiswa jogja coret foto gibran-anwar usman",0
ancelotti ingatkan italia waspadai bellingham jumpa inggris,0
“akun facebook mypertamina barcode resmi”,1
video pengeroyokan begal jeunieb aceh,1
"partai garuda: kasihan jokowi, bersikap netral dicaci maki",0
"gempa bermagnitudo 9,8 guncang bantul 23 februari 2024",1
giveaway motor crf uang 40 juta pt astra honda,1
bupati banyumas laksanakan rekomendasi kasn terkait netralitas asn,0
"sambut sumpah pemuda, tokopedia bagikan kisah sukses 2 pelaku umkm",0
kpu karawang verifikasi berkas dukungan jalur perseorangan,0
yandri susanto : pilpres kontestasi putra-putri terbaik bangsa,0
foto taylor swift bentangkan spanduk berisi dukungan donald trump pertandingan american football,1
respons megawati fx rudy menangis bicarakan kta gibran,0
gibran program dana pesantren-kis lansia: lanjutkan-sempurnakan,0
sinyal kuat ahy duduki kursi mentan,0
